# File:SSP_database_v9.csv,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,iso,REGION,VARIABLE,UNIT,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged50-54,million,0.678411,0.821765971,0.89252144,0.940764844,1.088926969,1.196911095,1.305711338,1.316957879,1.335166047,1.377829248,1.417189588,1.387161298,1.356558706,1.336508352,1.31480401,1.268734001,1.2217821,1.175916206,1.124634099
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged55-59,million,0.57104,0.663962471,0.806240239,0.87752272,0.926914878,1.074683748,1.183158315,1.292506413,1.305283533,1.324772502,1.368388463,1.408641216,1.379865128,1.350345787,1.33119851,1.310267311,1.264954127,1.218642715,1.173315649
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged60-64,million,0.445701,0.551099268,0.643385749,0.783919,0.855838522,0.90672547,1.053898201,1.162961527,1.273043465,1.287961335,1.30921649,1.354302518,1.395965462,1.369073999,1.341201035,1.323394533,1.303646613,1.259484052,1.214152331
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged65-69,million,0.322518,0.419259706,0.521960973,0.612853512,0.750405423,0.822928343,0.875744504,1.021749411,1.131439751,1.242346215,1.260413857,1.284578051,1.331939369,1.375805378,1.351866761,1.326536683,1.310865589,1.293006106,1.25069676
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged70-74,million,0.226691,0.29012752,0.381354457,0.479401018,0.567454255,0.699915254,0.772726511,0.827822509,0.971514477,1.081455462,1.193400646,1.216304014,1.24478263,1.295522471,1.342736572,1.323328339,1.302051963,1.289800721,1.275007999
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged75-79,million,0.160561,0.189132112,0.246578977,0.32926772,0.419707025,0.502778785,0.627009522,0.699247408,0.756725144,0.895874373,1.005500913,1.118172891,1.147726362,1.182203357,1.237663465,1.289503262,1.276950547,1.261873706,1.254919653
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged80-84,million,0.101181,0.118987958,0.143841156,0.192338792,0.262571184,0.341442992,0.41626307,0.527598201,0.597272837,0.655978427,0.787123655,0.894685146,1.006668515,1.044484806,1.086615471,1.147788513,1.205731629,1.20300906,1.197025686
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged85-89,million,0.046665,0.062568562,0.076237878,0.095350929,0.131928282,0.185658618,0.248307397,0.310420103,0.402740859,0.465845882,0.523032203,0.640379148,0.741764144,0.849404961,0.895863626,0.945939289,1.013086592,1.077905078,1.088257663
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged90-94,million,0.016218,0.022079836,0.031086051,0.039633385,0.051804629,0.074926205,0.109797111,0.15258532,0.197482319,0.264699721,0.316029864,0.366246871,0.461755926,0.549826509,0.64620481,0.698000833,0.753733468,0.824337038,0.894453274
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Female|Aged95-99,million,0.003503,0.005261585,0.007635768,0.011430936,0.015403404,0.021266037,0.032498437,0.050170548,0.073250846,0.099305697,0.139452293,0.174021665,0.210760206,0.276927447,0.342998046,0.418135036,0.467634819,0.52185014,0.588768774
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male,million,14.541119,15.60724494,16.59712555,17.51684761,18.35858816,19.09090188,19.71492013,20.233179,20.64096479,20.94463306,21.14855006,21.24557373,21.2323109,21.11661028,20.92572037,20.66632565,20.3470316,19.97631982,19.56578446
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged0-4,million,1.495316,1.459297288,1.423564516,1.400290674,1.376326206,1.327120887,1.278001517,1.2306346,1.177701663,1.130364962,1.080189814,1.027285861,0.96815448,0.912579083,0.878422993,0.842473552,0.804440668,0.766686998,0.732321536
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged10-14,million,1.410355,1.451885381,1.489883406,1.455265848,1.420522892,1.397944991,1.374536901,1.326024562,1.277615714,1.230845613,1.178406549,1.131164649,1.080737095,1.027607299,0.968285123,0.912542236,0.878237472,0.842155193,0.804003621
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged100+,million,2.18E-04,3.73E-04,5.94E-04,9.35E-04,0.001486569,0.002117965,0.003111587,0.005053856,0.008334775,0.012904609,0.018904571,0.028629607,0.0394049,0.052367767,0.074150418,0.101569807,0.136936122,0.172935675,0.214746679
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged15-19,million,1.385462,1.403441979,1.445400123,1.483869532,1.450003984,1.415915766,1.39388966,1.370987527,1.323043312,1.275144272,1.228829784,1.176646487,1.129625836,1.079400336,1.026446424,0.967281794,0.911672114,0.877463118,0.841466158
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged20-24,million,1.360129,1.371850292,1.390748439,1.433438819,1.472740788,1.440160952,1.40727899,1.386252883,1.364230375,1.317236421,1.27022307,1.224479807,1.172830308,1.126277613,1.076476095,1.023900831,0.965091048,0.909788704,0.87581583
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged25-29,million,1.235226,1.346546741,1.359282153,1.379111963,1.422633048,1.463135818,1.432353777,1.401050265,1.381105174,1.360001132,1.314212336,1.267306663,1.221682826,1.17020079,1.123799615,1.074154456,1.021729888,0.963084543,0.907939537
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged30-34,million,1.119237,1.224623349,1.336047356,1.349956381,1.37052581,1.414777342,1.456425223,1.427233714,1.397368007,1.378397164,1.358096049,1.312396541,1.265513593,1.219911648,1.1684475,1.122032388,1.072365904,1.019908273,0.961243266
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged35-39,million,0.961258,1.108432103,1.214254009,1.325770757,1.340759324,1.362039279,1.407015283,1.449646578,1.421788465,1.393148494,1.375056935,1.355121456,1.309730405,1.263087778,1.217670475,1.166356363,1.120046276,1.07045827,1.018062975
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged40-44,million,0.905648,0.950340655,1.096730954,1.202801367,1.314455425,1.330548699,1.352719125,1.398499531,1.442035991,1.415453504,1.387994409,1.37050953,1.351093895,1.306184845,1.259934478,1.214833924,1.16379805,1.117706344,1.068309958
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged45-49,million,0.823978,0.890693763,0.936205129,1.081690265,1.187961656,1.299769608,1.317280379,1.340667506,1.387403018,1.431958331,1.406961841,1.380549473,1.363954207,1.345327899,1.301163823,1.255548571,1.21099669,1.160451657,1.114778615
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged5-9,million,1.454002,1.491620966,1.456623345,1.421539458,1.398753499,1.375163865,1.326381043,1.277726273,1.230732923,1.178130773,1.130980445,1.080630844,1.027571754,0.968310893,0.912623345,0.878369701,0.842333959,0.804224037,0.766402554
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged50-54,million,0.665,0.803256909,0.870110317,0.916606545,1.06102135,1.167459811,1.279556459,1.299017172,1.324039504,1.372075221,1.417979606,1.394726477,1.369859938,1.354578471,1.337108268,1.294053158,1.249419859,1.205722599,1.155962065
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged55-59,million,0.553093,0.639534166,0.775023697,0.842012886,0.889800803,1.032775011,1.139476172,1.252070874,1.2740738,1.301342718,1.351129724,1.398622779,1.37780212,1.355121124,1.341662196,1.325804589,1.284336635,1.241108218,1.198659628
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged60-64,million,0.42701,0.520725056,0.604946014,0.736508192,0.803498294,0.8526956,0.993725176,1.100686908,1.213693743,1.238994244,1.269282143,1.321398666,1.371220581,1.353882863,1.334291259,1.323412839,1.309897559,1.270723782,1.229562505
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged65-69,million,0.297598,0.387759569,0.476621903,0.557417053,0.682993266,0.749308548,0.800264348,0.938103321,1.044741854,1.157653797,1.187537051,1.221952285,1.277310851,1.330443388,1.318057268,1.302903706,1.295836486,1.285790431,1.250104471
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged70-74,million,0.19725,0.254949134,0.336173694,0.417891224,0.493138084,0.609542482,0.674514802,0.726851511,0.859064331,0.963948033,1.076423475,1.111950889,1.151685436,1.211213496,1.268592633,1.263087018,1.254339483,1.252804048,1.247963713
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged75-79,million,0.131298,0.154066502,0.203019802,0.272243378,0.343640205,0.410555728,0.514322523,0.576104642,0.628564765,0.751435077,0.853083017,0.962893623,1.004820947,1.050735703,1.114810888,1.17706263,1.180791611,1.180786105,1.187057627
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged80-84,million,0.076271,0.089298669,0.107624043,0.145557526,0.199648262,0.257212504,0.313077515,0.399624195,0.455256097,0.505231907,0.61454579,0.70888824,0.812437539,0.86024202,0.911810674,0.979620512,1.046644425,1.061661389,1.072906703
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged85-89,million,0.03134,0.042533418,0.051478538,0.064222995,0.089831938,0.126819846,0.168228381,0.210115709,0.275130783,0.32069296,0.364970571,0.454305607,0.535869283,0.627491503,0.677979863,0.732354332,0.801175266,0.870777155,0.897960689
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged90-94,million,0.009558,0.013234021,0.01873998,0.023659618,0.030808851,0.044857864,0.06590018,0.090819455,0.117428843,0.158940257,0.191688943,0.225381415,0.289578889,0.352252359,0.424709404,0.47172981,0.523319499,0.587282064,0.654355888
IIASA-WiC POP,SSP2_v9_130115,ven,VEN,Population|Male|Aged95-99,million,0.001872,0.002781505,0.004054359,0.006057783,0.008037908,0.010979309,0.016861092,0.026007918,0.037611651,0.050733569,0.072053935,0.09073283,0.111426015,0.149393404,0.189277628,0.237233438,0.273622584,0.314801221,0.366160444
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population,million,0.109056,0.111668881,0.114193996,0.116448587,0.11803664,0.118746768,0.118706606,0.118182316,0.117485448,0.116768929,0.116091961,0.115346756,0.1144495,0.11334734,0.111960311,0.110242737,0.108212689,0.105903883,0.103267888
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female,million,0.057406,0.058859075,0.060229237,0.061420768,0.062222239,0.062512078,0.062334077,0.061831734,0.061178654,0.060479536,0.059790937,0.059080334,0.058343313,0.057581612,0.056751367,0.055805005,0.054721926,0.053476791,0.051962186
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged0-4,million,0.003343,0.003173631,0.003300914,0.00336818,0.003248093,0.003004046,0.002772769,0.002616705,0.002547076,0.002501816,0.002455953,0.002340075,0.002199894,0.00208437,0.0020107,0.001964556,0.001918294,0.0018522,0.001769207
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged10-14,million,0.003857,0.003544455,0.00333716,0.003168782,0.003296477,0.003364182,0.00324469,0.003001267,0.002770516,0.002614859,0.002545523,0.002500501,0.002454842,0.00233917,0.002199171,0.002083787,0.002010224,0.001964161,0.001917946
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged100+,million,1.30E-05,2.54E-05,4.49E-05,6.93E-05,1.03E-04,1.68E-04,2.56E-04,4.20E-04,6.27E-04,7.91E-04,9.71E-04,0.001200999,0.001344911,0.001441398,0.001383926,0.00174354,0.002265575,0.00291298,0.003093029
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged15-19,million,0.004511,0.003855076,0.00354293,0.003335905,0.003167743,0.00329553,0.003363338,0.003243982,0.003000698,0.002770061,0.002614489,0.002545213,0.00250024,0.002454625,0.002338994,0.00219903,0.002083675,0.002010129,0.001964068
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged20-24,million,0.003987,0.004507444,0.003852421,0.003540781,0.003334127,0.003166247,0.003294156,0.003362104,0.003242934,0.002999849,0.00276938,0.002613932,0.002544746,0.002499849,0.002454296,0.002338727,0.002198817,0.002083496,0.002009955
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged25-29,million,0.003487,0.003982806,0.004503305,0.003849322,0.003538288,0.003332056,0.003164519,0.003292581,0.003360695,0.00324175,0.0029989,0.002768623,0.002613318,0.002544238,0.002499424,0.002453942,0.00233844,0.002198579,0.002083268
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged30-34,million,0.002556,0.003482143,0.003977963,0.00449853,0.003845759,0.003535404,0.003329676,0.00316254,0.003290781,0.003359098,0.003240418,0.002997838,0.002767782,0.002612645,0.00254368,0.002498959,0.002453554,0.002338114,0.002198269
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged35-39,million,0.003385,0.002550998,0.003476194,0.003971988,0.004492656,0.003841348,0.003531851,0.003326752,0.003160115,0.003288591,0.003357168,0.003238815,0.002996568,0.002766789,0.002611847,0.002543022,0.00249841,0.002453079,0.002337657
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged40-44,million,0.003825,0.003374769,0.002544307,0.003468102,0.003963873,0.004484617,0.003835337,0.003527023,0.003322786,0.003156845,0.003285658,0.003354593,0.003236692,0.002994902,0.002765482,0.002610801,0.002542158,0.002497662,0.002452339
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged45-49,million,0.004222,0.003806053,0.003360474,0.002534799,0.00345662,0.003952265,0.004473168,0.003826846,0.003520211,0.003317225,0.003152292,0.003281588,0.003351046,0.003233793,0.002992622,0.002763699,0.002609376,0.002540936,0.002496453
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged5-9,million,0.003546,0.003338425,0.00316984,0.003297446,0.003365054,0.003245431,0.003001869,0.002770999,0.002615253,0.002545854,0.002500781,0.002455078,0.002339361,0.002199323,0.00208391,0.002010324,0.001964246,0.001918029,0.001851943
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged50-54,million,0.004052,0.004187964,0.003779479,0.003340073,0.002521244,0.003440111,0.003935642,0.004456886,0.003814721,0.003510545,0.003309386,0.003145894,0.003275912,0.003346143,0.003229776,0.002989474,0.002761238,0.00260733,0.002538933
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged55-59,million,0.00395,0.003998699,0.00414136,0.003742479,0.003311724,0.002502263,0.003417113,0.003912554,0.004434192,0.003797921,0.003497236,0.003298626,0.003137177,0.003268243,0.003339503,0.003224355,0.002985224,0.002757787,0.002604055
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged60-64,million,0.003926,0.003865592,0.003925665,0.004076273,0.003690839,0.00327178,0.002475626,0.003384638,0.003879954,0.004402326,0.003774471,0.003478712,0.003283755,0.003125228,0.003257707,0.003330408,0.003216927,0.002979175,0.002752177
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged65-69,million,0.003187,0.003783336,0.003744629,0.003818241,0.003979722,0.003612997,0.003211332,0.002435079,0.003335266,0.003830331,0.004353758,0.003738579,0.003450352,0.003261005,0.003106767,0.00324135,0.003316175,0.00320478,0.002967876
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged70-74,million,0.002176,0.002989713,0.003580191,0.003567113,0.00365814,0.003832786,0.003493391,0.003117148,0.002371188,0.003256979,0.003751128,0.004275489,0.003680398,0.003404153,0.003223383,0.003075925,0.00321366,0.003290936,0.003180315
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged75-79,million,0.001571,0.001949059,0.002714301,0.00328769,0.003306635,0.003418386,0.003609701,0.00330933,0.002970619,0.002270944,0.00313317,0.003624475,0.004149307,0.003585934,0.003327909,0.003160556,0.003023678,0.003164619,0.003240629
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged80-84,million,9.44E-04,0.001304002,0.001650032,0.002338779,0.002878167,0.00293331,0.003068731,0.003277846,0.003031672,0.002746652,0.002116001,0.002939335,0.003424075,0.003947523,0.003432012,0.003201893,0.003055009,0.002932024,0.003068654
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged85-89,million,5.45E-04,6.93E-04,9.85E-04,0.001279133,0.001856286,0.002335389,0.002425999,0.002581963,0.002804784,0.002629429,0.002416256,0.001883435,0.002644465,0.00311486,0.003628919,0.003184505,0.002995275,0.002874319,0.002758515
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged90-94,million,2.52E-04,3.31E-04,4.38E-04,6.46E-04,8.66E-04,0.001297346,0.001682446,0.001795649,0.001958988,0.002181524,0.002087499,0.001958974,0.001554949,0.002220277,0.002657903,0.003146356,0.002800222,0.002659917,0.002552587
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Female|Aged95-99,million,7.10E-05,1.15E-04,1.60E-04,2.22E-04,3.42E-04,4.78E-04,7.47E-04,0.001009989,0.001119348,0.001265517,0.001460186,0.001439561,0.001393522,0.001137146,0.001663436,0.002039795,0.002471749,0.00223654,0.00212431
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male,million,0.05165,0.052809805,0.053964759,0.055027819,0.0558144,0.05623469,0.056372529,0.056350582,0.056306794,0.056289393,0.056301024,0.056266422,0.056106186,0.055765727,0.055208944,0.054437732,0.053490763,0.052427092,0.051305702
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged0-4,million,0.003555,0.003371541,0.003506086,0.00357677,0.003448567,0.003188758,0.002942847,0.002776724,0.002702382,0.002653967,0.002604945,0.002481785,0.002332887,0.002210187,0.002131936,0.002082896,0.002033756,0.001963693,0.00187597
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged10-14,million,0.004019,0.003750177,0.003550157,0.00336758,0.003502474,0.003573511,0.003445783,0.003186486,0.002940998,0.002775199,0.002701086,0.002652858,0.002604002,0.002481008,0.002332259,0.002209677,0.002131516,0.002082547,0.002033466
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged100+,million,1.00E-06,5.43E-06,6.22E-06,9.97E-06,1.77E-05,2.81E-05,4.98E-05,9.12E-05,1.39E-04,1.71E-04,2.35E-04,3.06E-04,3.59E-04,3.77E-04,3.75E-04,5.73E-04,8.52E-04,0.001236358,0.0014662
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged15-19,million,0.004466,0.004016166,0.00374792,0.003548302,0.003366032,0.003501061,0.003572247,0.003444717,0.003185623,0.002940303,0.002774626,0.002700603,0.002652448,0.002603655,0.002480724,0.002332031,0.002209493,0.002131365,0.002082421
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged20-24,million,0.003744,0.004460981,0.004012215,0.00374468,0.003545574,0.00336374,0.003498956,0.003570359,0.003443114,0.003184324,0.002939254,0.002773768,0.002699878,0.002651829,0.002603128,0.00248029,0.002331679,0.002209205,0.002131126
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged25-29,million,0.003103,0.003738797,0.004455553,0.004007949,0.003741159,0.003542642,0.003361296,0.003496738,0.00356838,0.003441454,0.00318299,0.002938194,0.002772905,0.002699153,0.002651215,0.00260261,0.002479866,0.002331335,0.002208926
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged30-34,million,0.002055,0.003097906,0.003733422,0.004449987,0.004003533,0.003737541,0.003539643,0.003358817,0.003494491,0.003566391,0.003439792,0.00318167,0.002937147,0.002772053,0.002698439,0.002650613,0.002602102,0.00247945,0.002331
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged35-39,million,0.002622,0.0020503,0.003091696,0.003726861,0.004443134,0.003998131,0.00373313,0.003536014,0.003355816,0.003491789,0.003564008,0.003437823,0.003180106,0.002935905,0.002771046,0.002697598,0.002649904,0.002601505,0.002478963
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged40-44,million,0.003308,0.002612008,0.002043482,0.003082533,0.003717072,0.004432962,0.00399013,0.003726637,0.003530662,0.003351417,0.003487837,0.003560556,0.003434968,0.003177843,0.002934112,0.002769595,0.002696389,0.002648886,0.00260065
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged45-49,million,0.003652,0.003284418,0.002596089,0.00203244,0.003067534,0.003701128,0.004416427,0.003977088,0.003716034,0.003521975,0.003344288,0.003481497,0.003555014,0.003430392,0.003174223,0.002931251,0.002767285,0.002694464,0.00264727
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged5-9,million,0.003752,0.003551639,0.003368806,0.003503602,0.003574529,0.003446648,0.00318719,0.002941568,0.002775668,0.002701485,0.002653198,0.002604291,0.002481245,0.002332449,0.002209832,0.002131643,0.002082652,0.002033554,0.001963527
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged50-54,million,0.003659,0.003602809,0.003245815,0.002569594,0.002013874,0.003042425,0.003674473,0.004388904,0.003955519,0.003698598,0.003507707,0.003332694,0.003471175,0.003546002,0.003422964,0.003168363,0.002926628,0.002763553,0.00269136
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged55-59,million,0.003285,0.003565546,0.003524308,0.003183282,0.002526276,0.001983679,0.003001683,0.003631408,0.004344345,0.003920775,0.003670529,0.003484953,0.003314177,0.003454703,0.003531643,0.003411162,0.003159063,0.002919292,0.002757642
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged60-64,million,0.003526,0.003131657,0.003421242,0.003400751,0.003083801,0.002457448,0.00193567,0.002937186,0.003562993,0.004273817,0.003865758,0.003626456,0.003449143,0.003285041,0.003428811,0.003509126,0.003392667,0.003144487,0.002907814
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged65-69,million,0.002924,0.003242664,0.002911652,0.003208701,0.00321511,0.002933269,0.002352293,0.001862425,0.002837606,0.003456982,0.004163624,0.00377986,0.003556963,0.003392263,0.003238458,0.003387188,0.003472673,0.003362492,0.003120562
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged70-74,million,0.001858,0.002548015,0.002876692,0.002617916,0.002917857,0.002956486,0.002720639,0.002201629,0.00175505,0.002690333,0.003297989,0.003997256,0.003648068,0.003448888,0.003302672,0.003164241,0.00332002,0.003413058,0.003312573
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged75-79,million,0.001109,0.001487247,0.002096232,0.002418759,0.002239803,0.002535436,0.002609462,0.002430236,0.001991195,0.001603186,0.00247882,0.003067382,0.003751058,0.003449731,0.003283674,0.003163742,0.003047403,0.003212631,0.003316451
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged80-84,million,6.40E-04,7.79E-04,0.001086523,0.0015823,0.001877875,0.001780074,0.002059588,0.002164263,0.002048894,0.001708788,0.001395273,0.002185694,0.002740345,0.003394105,0.003156409,0.00303486,0.002950566,0.00286479,0.003041984
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged85-89,million,2.62E-04,3.72E-04,4.76E-04,6.95E-04,0.001053865,0.001296839,0.001270249,0.001511183,0.001633203,0.001582635,0.001352429,0.00112779,0.001799003,0.00229764,0.002897859,0.002738874,0.002672215,0.002632562,0.002586658
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged90-94,million,8.30E-05,1.16E-04,1.76E-04,2.39E-04,3.67E-04,5.86E-04,7.57E-04,7.71E-04,9.54E-04,0.001070711,0.001071088,9.48E-04,8.13E-04,0.001331302,0.001745136,0.002258191,0.002183945,0.002175775,0.002185202
IIASA-WiC POP,SSP2_v9_130115,vir,VIR,Population|Male|Aged95-99,million,2.70E-05,2.54E-05,3.85E-05,6.27E-05,9.12E-05,1.49E-04,2.54E-04,3.46E-04,3.72E-04,4.84E-04,5.71E-04,5.98E-04,5.54E-04,4.94E-04,8.39E-04,0.001140411,0.001528505,0.001526089,0.001565938
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population,million,87.84844499,92.375159,96.40842798,99.60633937,101.9577946,103.6227978,104.6503851,104.9557023,104.3758604,103.131282,101.3288019,99.1026185,96.53656258,93.66264673,90.54029125,87.3063407,84.12769969,81.1110842,78.26680119
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female,million,44.430545,46.64747584,48.62572599,50.20015371,51.3694389,52.21633819,52.75923165,52.94444611,52.68046314,52.0763041,51.18562766,50.08546607,48.81146421,47.38106884,45.81612664,44.17878104,42.55349444,41.00754401,39.56182022
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged0-4,million,3.511237,3.486753902,3.321638001,3.006995241,2.710001397,2.540609284,2.442109726,2.329140205,2.120731563,1.977220456,1.845670684,1.749098529,1.669343692,1.581848289,1.488313569,1.402679988,1.331490588,1.273043467,1.219894526
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged10-14,million,3.341951,3.255782906,3.459167308,3.437145789,3.275996936,2.967591769,2.676257874,2.510420614,2.414390086,2.303916772,2.099147259,1.958616596,1.830524485,1.736803203,1.659556593,1.57439332,1.482998601,1.399259924,1.32973969
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged100+,million,0.001181,0.002235214,0.003712846,0.006435736,0.010025477,0.016211885,0.020947852,0.028053183,0.043400901,0.085485864,0.137895141,0.211261403,0.290169581,0.391187541,0.501614749,0.711741948,0.949784107,1.181231575,1.213666295
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged15-19,million,4.390331,3.329812818,3.244833564,3.448159742,3.426848923,3.266815725,2.95988115,2.669838634,2.504830748,2.409397864,2.299509814,2.095634041,1.955787726,1.828288886,1.735053097,1.658229837,1.573452276,1.482402419,1.398966727
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged20-24,million,4.411409996,4.369329892,3.314692724,3.230890098,3.434116317,3.413726026,3.255071852,2.950008043,2.661610089,2.497681113,2.403004279,2.294141273,2.091383885,1.952404989,1.825660724,1.733053411,1.656780884,1.572504349,1.481908474
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged25-29,million,4.116844,4.340439301,4.300476616,3.265976004,3.184983319,3.386367178,3.367608434,3.212405617,2.913117807,2.630014997,2.469227724,2.378801434,2.274078699,2.07592257,1.940638032,1.817186754,1.727417401,1.653734796,1.571889094
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged30-34,million,3.533562,4.048126448,4.270401453,4.232489935,3.218373395,3.140333681,3.339795573,3.322523748,3.170979784,2.877624187,2.599852411,2.444416747,2.358178323,2.257496739,2.063659051,1.931854428,1.811456674,1.724319823,1.653033926
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged35-39,million,3.374183,3.487326218,3.997649767,4.218362195,4.182571167,3.183990429,3.108427903,3.306824056,3.29090118,3.142291411,2.853352692,2.580762111,2.42902141,2.345705951,2.247797704,2.056819585,1.927311272,1.808901777,1.723491946
IIASA-WiC POP,SSP2_v9_130115,vnm,VNM,Population|Female|Aged40-44,million,3.104954003,3.333873318,3.448074572,3.955138797,4.17552966,4.142356338,3.156387208,3.083195214,3.281204863,3.266796695,3.120754602,2.836365864,2.567591451,2.418611867,2.337488766,2.241627897,2.052680253,1.924788142,1.807775528
